Part #,Description,Product Group,Net Weight
LNJ226,LUC-4101 (BLACK)  GALLON,EPOXIES AND EPOXY ADHESIVES,0
LNJ227,LUC-4102 (WHITE) GALLON,EPOXIES AND EPOXY ADHESIVES,0
LNJ228,LUC-4105 GALLON PART (A),EPOXIES AND EPOXY ADHESIVES,0
M/F-110 CLR,M/F-110 CLEAR 30 GRAMS (1 OZ),MISCELLANEOUS ACCESSORIES RAM,0.01
BALL1440,MAGNET (TELESCOPING MAGNET),FORTON CONCRETE AND GYPSUM LATEX,0
SWSCA-59,MAKE A DINOSAUR - T-REX FOAM FABRICATION PART 1 - T. HAINES,MISCELLANEOUS ACCESSORIES RAM,0.175
SWSCA-60,MAKE A DINOSAUR - T-REX FOAM FABRICATION PART 2 - T. HAINES,MISCELLANEOUS ACCESSORIES RAM,0.175
SWSCA-57,MAKE A MONSTER - PLASTIC BAG TECHNOLOGY - S. JOHNSON & B. BRYAN,MISCELLANEOUS ACCESSORIES RAM,0.175
SWSCA-64,"MAKE A MONSTER SUIT - MOLDMAKING, FOAM LATEX & PAINT - A. GILLIS",MISCELLANEOUS ACCESSORIES RAM,0.175
101390,MAKE YOUR OWN CONCRETE STAMP (1 PAGE) *PI,SALES AND MARKETING MATERIAL,0.01
101340,MAKE YOUR OWN/ AQUARIUM FLYERS  *PI,SALES AND MARKETING MATERIAL,0.01
SWSCA-39,MAKEUP BLOOD FX - BLOW YOUR BRAINS OUT - D. MONZINGO,MISCELLANEOUS ACCESSORIES RAM,0.175
SWSCA-35,MAKEUP BLOOD FX - THE THROAT SLASH - G. TUNNICLIFFE,MISCELLANEOUS ACCESSORIES RAM,0.175
SWSCA-23,MAKING A MECHANICAL HAND - P. CLARKE,MISCELLANEOUS ACCESSORIES RAM,0.175
SWSCA-14,MAKING A STONE MOLD - G. YEE,MISCELLANEOUS ACCESSORIES RAM,0.175
SWSCA-13,MAKING CREATURE EYES - J. CHEREVKA,MISCELLANEOUS ACCESSORIES RAM,0.175
101274,MAKING SPIRITS BRIGHT FLYER (7115) *PI,SALES AND MARKETING MATERIAL,0.01
101419,MAKING YOUR OWN CONCH SHELL (USING CC) DVD *PI,SALES AND MARKETING MATERIAL,0.01
PSC409-50LBS,MALACHITE RAM STONE (50#),MISCELLANEOUS ACCESSORIES RAM,0
PSC409-6LBS,MALACHITE RAM STONE (6#),MISCELLANEOUS ACCESSORIES RAM,0
BALL1441,MANDELA (1 YD. MANDELLA WOOL),FORTON CONCRETE AND GYPSUM LATEX,0.07
102145,MANIFOLD (EZ-MIX METER MIX MACHINE),MISCELLANEOUS,8
ATMP2831,MANILA HEMP BALES,MISCELLANEOUS ACCESSORIES RAM,45
75541,MANUSPECS MS-UV7120 TRIAL SIZE (2.31# 0.59KGS),SILICONES-PLATINUM,2.31
13360A,MAP 2.0 RESIN 1-GAL PART-A (8#  3.63KGS),CASTING RESINS,8
13360B,MAP 2.0 RESIN 1-GAL PART-B (7.4#  3.36KGS),CASTING RESINS,7.4
45050A,MAP SC326 1-GAL WHITE F STYLE PART-A (8# 3.63KGS),CASTING RESINS,8
SWSCA-29,MAQUETTE ASSEMBLY & PAINT - T. MARTIN,MISCELLANEOUS ACCESSORIES RAM,0.175
SWSCA-9,MAQUETTE PAINTING TECHNIQUES - T. HENSLEY,MISCELLANEOUS ACCESSORIES RAM,0.175
MAR MOLD SEM,MARCH MOLDMAKING SEMINAR,MISCELLANEOUS ACCESSORIES RAM,0
MA4000,MASTER SCREW MA4000 BALSA STRIPPER,MISCELLANEOUS ACCESSORIES RAM,0
SWSCA-76,MASTERING SPECIAL EFFECTS DISASTERS - EXPLODE A HEAD - A. SCHONEBERG,MISCELLANEOUS ACCESSORIES RAM,0.175
MS-COSPLAY,MATERIALS SPOTLIGHT - COSPLAY PROPS,MISCELLANEOUS ACCESSORIES RAM,0
MS-FOODSAFE,MATERIALS SPOTLIGHT - FOOD SAFE MOLDS,MISCELLANEOUS ACCESSORIES RAM,0
MS-GTMOOMMM,MATERIALS SPOTLIGHT - GET THE MOST OUT OF MOLD MAKING,MISCELLANEOUS ACCESSORIES RAM,0
MS-WOUNDS,MATERIALS SPOTLIGHT - ON-SKIN WOUNDS WITH SILICONE,MISCELLANEOUS ACCESSORIES RAM,0
MS-URETHANES,MATERIALS SPOTLIGHT - URETHANE RESINS AND FOAMS,MISCELLANEOUS ACCESSORIES RAM,0
101608,MATRIX - DRYVE 2-SIDED FLYER 2021 *PBV,SALES AND MARKETING MATERIAL,0.01
94440A,MATRIX CHOPPED GLASS (2# 0.91KGS),FORTON CONCRETE AND GYPSUM LATEX,2
94470A,MATRIX CHOPPED GLASS (44# 19.96KGS),FORTON CONCRETE AND GYPSUM LATEX,44
94460A,MATRIX CHOPPED GLASS (5# 2.27KGS),FORTON CONCRETE AND GYPSUM LATEX,5
127360,MATRIX DRYVE 1-GAL (9# 4.08KGS),FORTON CONCRETE AND GYPSUM LATEX,9
127370,MATRIX DRYVE 5-GAL (50# 22.68KGS),FORTON CONCRETE AND GYPSUM LATEX,50
127380,MATRIX DRYVE 55-GAL DRUM  (500# 226.80KGS),FORTON CONCRETE AND GYPSUM LATEX,500
101557,MATRIX DRYVE CURED DISK (0.20KGS),SALES AND MARKETING MATERIAL,0.02
101607,MATRIX NEO 2021 2-SIDED FLYER *PBV,SALES AND MARKETING MATERIAL,0.01
101139,MATRIX NEO CURED DISK (0.01KGS),SALES AND MARKETING MATERIAL,0.03
102336,MATRIX THICKENER 8-OZ (250 GRAMS),FORTON CONCRETE AND GYPSUM LATEX,0.55066
102338,MATRIX THICKENER 8-OZ CS:6 (3.3 LBS 1.5 KGS),FORTON CONCRETE AND GYPSUM LATEX,3.3
BSI-113,MAXI CURE CA 2OZ.,MISCELLANEOUS ACCESSORIES RAM,0
BSI-112,MAXI-CURE CA 1 OZ.,MISCELLANEOUS ACCESSORIES RAM,0.11
BSI-111,MAXI-CURE CA 1/2 OZ. EXTRA THICK,MISCELLANEOUS ACCESSORIES RAM,0
MAY LF SEM,MAY LIFECASTING SEMINAR,MISCELLANEOUS ACCESSORIES RAM,0
MAY MOLD SEM,MAY MOLDMAKING SEMINAR,MISCELLANEOUS ACCESSORIES RAM,0
1655,"MB 0600 MODEL BOARD 4"" X 19.7"" X 59.1""  38# DENSITY",MISCELLANEOUS ACCESSORIES RAM,99
3950,"MB 3500 GREY 4"" X 16"" X 60"" FIXTURE BOARD 48# DENSITY",MISCELLANEOUS ACCESSORIES RAM,110.4
3951,"MB 3500 GREY 4"" X 24"" X 60"" FIXTURE BOARD 48# DENSITY",MISCELLANEOUS ACCESSORIES RAM,163
122860A,MCKENZIE RIGID FOAM 20 1-GAL PART-A (8#  3.63KGS),CASTING RESINS,8
122860B,MCKENZIE RIGID FOAM 20 1-GAL PART-B (7.2# 3.27KGS ),CASTING RESINS,7.2
122861,MCKENZIE RIGID FOAM 20 1-GAL UNIT (15.2# 6.90KGS),CASTING RESINS,15.2
ANE92-500-7.,"MED NITRILE POWDERED GLOVES, 100/BOX",EPOXIES AND EPOXY ADHESIVES,0
RAD64057706,"MED RADNOR POWDER-FREE GLOVES, 100/BOX",EPOXIES AND EPOXY ADHESIVES,0
MEDSIMSEM,MEDICAL SIMULATION SEMINAR,MISCELLANEOUS ACCESSORIES RAM,0
101269,MEDICAL TRAINING AIDS FLYER *PI,SALES AND MARKETING MATERIAL,0.01
101388,MEDICAL TRAINING AIDS FLYER *PI,SALES AND MARKETING MATERIAL,0.01
AR-MD-LTX-CS,MEDIUM LATEX GLOVES - CASE OF 10,AR-PRODUCTS PARTS,10
AR-MD-LTXGLV,MEDIUM LATEX GLOVES BOX,AR-PRODUCTS PARTS,1
394EN502M,MEDIUM NITRILE BLUE GLOVES - 4MIL TEXTURED -NO PWDR,MISCELLANEOUS ACCESSORIES RAM,1
MEK10016,MEK DISP. 100CC X 16 OZ. BOTTLE,MISCELLANEOUS ACCESSORIES RAM,0
MEK10032,MEK DISP. 100CC X 32 OZ. BOTTLE,MISCELLANEOUS ACCESSORIES RAM,0
MEK03516,MEK DISP. 35CC X 16 OZ. BOTTLE,MISCELLANEOUS ACCESSORIES RAM,0
LNJ230,MEK-P HARDENER .5 OZ.,EPOXIES AND EPOXY ADHESIVES,0
LNJ231,MEK-P HARDENER 2OZ.,EPOXIES AND EPOXY ADHESIVES,0
LNJ232,MEK-P HARDENER PINT,EPOXIES AND EPOXY ADHESIVES,0
109862,MELMENT F10 (1653006),BUDDY RHODES PRODUCTS,0
109301,METAKAOLIN (1528001) 55 LB BAG,BUDDY RHODES PRODUCTS,55
SWSCA-61,METALLIC PAINTING TECHNIQUES - REAL METAL EFFECTS (PREDATOR) - J. GROVE,MISCELLANEOUS ACCESSORIES RAM,0.175
SWSCA-1,METALLIC PAINTING TECHNIQUES - ROBOT FINISHES - R. RAMSDELL,MISCELLANEOUS ACCESSORIES RAM,0.175
01060A,METALSET A4 1-GAL PART-A (10# 4.54KGS),EPOXIES AND EPOXY ADHESIVES,10
01060B,METALSET A4 1-GAL PART-B (10# 4.54KGS),EPOXIES AND EPOXY ADHESIVES,10
01061,METALSET A4 1-GAL UNIT (20# 9.08KGS),EPOXIES AND EPOXY ADHESIVES,20
01030A,METALSET A4 11-OZ TUBE A (0.36# 156GMS),EPOXIES AND EPOXY ADHESIVES,0.357
01030B,METALSET A4 11-OZ TUBE B (0.36# 156GMS),EPOXIES AND EPOXY ADHESIVES,0.357
01031,METALSET A4 11-OZ TUBE UNIT (0.7# 312GMS),EPOXIES AND EPOXY ADHESIVES,0.714
01033,METALSET A4 11-OZ TUBES CS:12 (8.6# 3.74KGS),EPOXIES AND EPOXY ADHESIVES,8.568
01032,METALSET A4 11-OZ TUBES CS:48(33.6# 14.96KGS),EPOXIES AND EPOXY ADHESIVES,33.6
01070A,METALSET A4 5-GAL PART-A (50# 22.68KGS),EPOXIES AND EPOXY ADHESIVES,50
01070B,METALSET A4 5-GAL PART-B (50# 22.68KGS),EPOXIES AND EPOXY ADHESIVES,50
01071,METALSET A4 5-GAL UNIT (100# 45.36KGS),EPOXIES AND EPOXY ADHESIVES,100
01020A,METALSET A4 6-OZ TUBE A (0.2# 85GMS),EPOXIES AND EPOXY ADHESIVES,0.196
01020B,METALSET A4 6-OZ TUBE B (0.2# 85GMS),EPOXIES AND EPOXY ADHESIVES,0.196
01021,METALSET A4 6-OZ TUBE UNIT (0.4# 170GMS),EPOXIES AND EPOXY ADHESIVES,0.392
01023,METALSET A4 6-OZ TUBES CS:12  (4.8#  2.04KGS),EPOXIES AND EPOXY ADHESIVES,4.704
01022,METALSET A4 6-OZ TUBES CS:48 (19.2# 8.16KGS),EPOXIES AND EPOXY ADHESIVES,19.2
01051,METALSET A4 CS:3 QUART UNITS (15.66# 6.78KGS),EPOXIES AND EPOXY ADHESIVES,15.66
01050A,METALSET A4 QUART PART-A (2.5# 1.13KGS),EPOXIES AND EPOXY ADHESIVES,2.5
01050B,METALSET A4 QUART PART-B (2.5# 1.13KGS),EPOXIES AND EPOXY ADHESIVES,2.5
01052,METALSET A4 QUART UNIT (5# 2.26KGS),EPOXIES AND EPOXY ADHESIVES,5
99795,METER MIX MACHINE TOOL BOX,MISCELLANEOUS,0
99796,METER MIX SHIPPING CONTAINER,MISCELLANEOUS,0
99797,METER MIX VALVE CONNECTION KIT,MISCELLANEOUS,0
109835,MG 30-70 RECYCLED GLASS (1320024),BUDDY RHODES PRODUCTS,0
BALL1111,MG ACCELERATOR (ALUMINUM SULFATE) 50 LB BAG,FORTON CONCRETE AND GYPSUM LATEX,50
109833,MG-30 RECYCLED GLASS (1320021),BUDDY RHODES PRODUCTS,0
109836,MG-80 RECYCLED GLASS (1320020),BUDDY RHODES PRODUCTS,0
MD-ADTHIN2OZ,MICHAEL DAVY ADHESIVE THINNER 2OZ,MISCELLANEOUS ACCESSORIES RAM,1
MD-ADTHIN4OZ,MICHAEL DAVY ADHESIVE THINNER 4OZ,EPOXIES AND EPOXY ADHESIVES,1
MD-ISOM4OZ,MICHAEL DAVY ISOPROPYL MYRASTATE,MISCELLANEOUS ACCESSORIES RAM,1
MD-PVA16OZ,MICHAEL DAVY PVA 16 OZ,MISCELLANEOUS ACCESSORIES RAM,1
MD-PVA4OZ,MICHAEL DAVY PVA 4 OZ,MISCELLANEOUS ACCESSORIES RAM,1
MD-SILAD10Z,MICHAEL DAVY SILICONE ADHESIVE 1OZ,MISCELLANEOUS ACCESSORIES RAM,1
MD-SILAD2OZ,MICHAEL DAVY SILICONE ADHESIVE 2OZ,MISCELLANEOUS ACCESSORIES RAM,1
BALL1443,MICRO TORCH (MICRO TORCH),FORTON CONCRETE AND GYPSUM LATEX,0
BSI-204,MID CURE 9OZ,MISCELLANEOUS ACCESSORIES RAM,0
BSI-203,MID-CURE 4 1/2 OZ,MISCELLANEOUS ACCESSORIES RAM,0
109830,MILLARD BLUE SHIMMER (MBLUESHIMMER),BUDDY RHODES PRODUCTS,0
109831,MILLARD GREEN SHIMMER (MGREENSHIMME),BUDDY RHODES PRODUCTS,0
101305,MIND BLOWING MATERIALS DVD,SALES AND MARKETING MATERIAL,0
101214,MIND BLOWING MATERIALS FLYER (7093) *PI,SALES AND MARKETING MATERIAL,0.01
101387,MIND BLOWING SKIN EFFECTS FLYER SHELL SHOCK *PI,SALES AND MARKETING MATERIAL,0.01
101215,MIND BLOWING SKIN EFFECTS FLYER SOMA FOMA (7094) *PI,SALES AND MARKETING MATERIAL,0.01
H-1604,MINI PAK'R AIR PILLOW MACHINE,RE-PACKAGING SUPPLIES,0
MR1,MINI RIBBON SCULPTING TOOL -  LONG TRIANGLE,MISCELLANEOUS ACCESSORIES RAM,0
MRS-KEMPER,MINI-RIBBON SCULPTING TOOL SET - 6PCS - KEMPER,MISCELLANEOUS ACCESSORIES RAM,0.152
109282,MINUS 20 SAND (1887001),BUDDY RHODES PRODUCTS,0
SWSCA-72,MIRROR MAGIC - VISUAL EFFECTS USING REFLECTIONS - M. SAWICKI,EPOXIES AND EPOXY ADHESIVES,0.175
99791,MISC EXPORT PART,MISCELLANEOUS,0
99830,MISC LITERATURE,MISCELLANEOUS,1
99771,MISC PRODUCTS SALE(NOT COSTED),MISCELLANEOUS,0
99798,MISCELLANEOUS NOT COSTED - PICK AND PACK,MISCELLANEOUS,1
136000,MISCELLANEOUS SERVICES SALE - NOT COSTED,MISCELLANEOUS,0
BALL1444,MIXER (PLASTIC PAINT MIXER),FORTON CONCRETE AND GYPSUM LATEX,0
102111,MIXER SPRAY TIP,MISCELLANEOUS,0
LNJ146,MIXING STICKS BAG OF 10 (LARGE),EPOXIES AND EPOXY ADHESIVES,0
99993,MODEL 15 CAN TIPPER,MISCELLANEOUS,0
NL-206-5,"MOLD BANDING STRAPS, BLUE",MISCELLANEOUS ACCESSORIES RAM,0
NL-206-4,"MOLD BANDING STRAPS, GREEN",MISCELLANEOUS ACCESSORIES RAM,0
NL-206-6,"MOLD BANDING STRAPS, ORANGE",MISCELLANEOUS ACCESSORIES RAM,0
NL-206-7,"MOLD BANDING STRAPS, RED",MISCELLANEOUS ACCESSORIES RAM,0
NL-206-3,"MOLD BANDING STRAPS, YELLOW",MISCELLANEOUS ACCESSORIES RAM,0
79046X,MOLD CLEANER 2508 1-GAL (8.31#),MANN- RELEASE AGENTS,8.31
79046,MOLD CLEANER 2508 1-GAL (8.31#),MANN- RELEASE AGENTS,8.31
79047,MOLD CLEANER 2508 5-GAL (41.6# 18.87KGS),MANN- RELEASE AGENTS,41.6
79028,MOLD CLEANER 2587 DRUM (464.5# 210.69KGS),MANN- RELEASE AGENTS,464.5
79017,MOLD CLEANER 76-143 EXP 5-GAL (35# 15.88KGS),MANN- RELEASE AGENTS,35
BALL1445,MOLD KEYS (MOLD KEYS/PILL TRAYS AZ),FORTON CONCRETE AND GYPSUM LATEX,0
27590B,MOLD MAX 10 WHITE 1/2-GAL (5# 2.27KGS),SILICONES-TIN,5
81991,MOLD MAX 10 WHITE 5-GAL UNIT(55# 24.95KGS),SILICONES-TIN,55
101524,MOLD MAX 29NV FLYER,SALES AND MARKETING MATERIAL,0.01
26560A,MOLD MAX STROKE 1-GAL PART-A  (10# 4.54KGS),SILICONES-TIN,10
26561,MOLD MAX STROKE 1-GAL UNIT (11# 4.99KGS),SILICONES-TIN,11
26570B,MOLD MAX STROKE 1/2-GAL PART-B (5# 2.27KGS),SILICONES-TIN,5
26540B,MOLD MAX STROKE 4-OZ PART-B (0.2# 0.09KGS),SILICONES-TIN,0.2
26571,MOLD MAX STROKE 5-GAL UNIT (55# 24.95KGS),SILICONES-TIN,55
26570A,MOLD MAX STROKE 5-GALPART-A (50# 22.68KGS),SILICONES-TIN,50
26580A,MOLD MAX STROKE 55-GAL PART-A (500# 226.80KGS),SILICONES-TIN,500
26581,MOLD MAX STROKE 55-GAL UNIT (55A:6.5B) (550# 249.48KGS),SILICONES-TIN,550
26580B,MOLD MAX STROKE 6.5-GAL PART-B (50# 22.68KGS),SILICONES-TIN,50
26544,MOLD MAX STROKE CS:4 TRIAL SIZE (8.8# 4.00KGS),SILICONES-TIN,8.8
101217,MOLD MAX STROKE FLYER (7095) *PI,SALES AND MARKETING MATERIAL,0.01
26560B,MOLD MAX STROKE PINT PART-B (1# 0.45KGS),SILICONES-TIN,1
26540A,MOLD MAX STROKE QUART PART-A (2# 0.91KGS),SILICONES-TIN,2
26541,MOLD MAX STROKE TRIAL SIZE (2.2# 1.00KGS),SILICONES-TIN,2.2
101222,MOLD MAX XLS FLYER (7096) *PI,SALES AND MARKETING MATERIAL,0.01
27071,MOLD MAX XLS II  5-GAL UNIT (5A: 1/2-B) (55# 24.95KGS),SILICONES-TIN,55
27040A,MOLD MAX XLS II  QUART PART-A (2# 0.91KGS),SILICONES-TIN,2
27060A,MOLD MAX XLS II 1-GAL PART-A (10# 4.54KGS),SILICONES-TIN,10
27061,MOLD MAX XLS II 1-GAL UNIT (11# 4.99KGS),SILICONES-TIN,11
27070B,MOLD MAX XLS II 1/2-GAL PART-B (5# 2.27KGS),SILICONES-TIN,5
27040B,MOLD MAX XLS II 4-OZ PART-B (0.20# 0.09KGS),SILICONES-TIN,0.2
27070A,MOLD MAX XLS II 5-GAL PART-A (50# 22.68KGS),SILICONES-TIN,50
27080A,MOLD MAX XLS II 55-GAL PART-A (500# 226.80KGS),SILICONES-TIN,500
27081,MOLD MAX XLS II 55-GAL UNIT  (55A:6.5B) (550# 249.48KGS),SILICONES-TIN,550
27080B,MOLD MAX XLS II 6.5-GAL PART-B (50# 22.68KGS),SILICONES-TIN,50
27044,MOLD MAX XLS II CS:4 TRIAL SIZE (8.8# 4.00KGS),SILICONES-TIN,8.8
27060B,MOLD MAX XLS II PINT PART-B (1# 0.45KGS),SILICONES-TIN,1
27041,MOLD MAX XLS II TRIAL SIZE (2.2# 1.00KGS),SILICONES-TIN,2.2
81960A,MOLD MAX-10 1-GAL PART-A (10# 4.54KGS),SILICONES-TIN,10
81961,MOLD MAX-10 1-GAL UNIT (11# 4.99KGS),SILICONES-TIN,11
81970B,MOLD MAX-10 1/2-GAL PART-B (5# 2.27KGS),SILICONES-TIN,5
81940B,MOLD MAX-10 4-OZ PART-B (0.2# 0.09KGS),SILICONES-TIN,0.2
81910B,MOLD MAX-10 4-OZ PART-B FOR BRAMBLE BERRY (0.2#),SILICONES-TIN,0.2
81970A,MOLD MAX-10 5-GAL PART-A (50#  22.68KGS),SILICONES-TIN,50
81971,MOLD MAX-10 5-GAL UNIT (55# 24.95KGS),SILICONES-TIN,55
81980A,MOLD MAX-10 55-GAL PART-A (500# 226.80KGS),SILICONES-TIN,500
81981,MOLD MAX-10 55-GAL UNIT(55A:6.5B) (550# 249.48KGS),SILICONES-TIN,550
81980B,MOLD MAX-10 6.5-GAL PART-B (50# 22.68KGS),SILICONES-TIN,50
81944,MOLD MAX-10 CS:4 TRIAL SIZE (8.8# 4.00KGS),SILICONES-TIN,8.8
101128,MOLD MAX-10 CURED DISK (0.02KGS),SALES AND MARKETING MATERIAL,0.04
81960B,MOLD MAX-10 PINT PART-B (1# 0.45KGS),SILICONES-TIN,1
81940A,MOLD MAX-10 QUART PART-A (2# 0.91KGS),SILICONES-TIN,2
81910A,MOLD MAX-10 QUART PART-A FOR BRAMBLE BERRY (2#),SILICONES-TIN,2
81941,MOLD MAX-10 TRIAL SIZE (2.2# 1.00KGS),SILICONES-TIN,2.2
81911,MOLD MAX-10 TRIAL SIZE FOR BRAMBLE BERRY - NO LABEL (2.2#),SILICONES-TIN,2.2
27560A,MOLD MAX-10T 1-GAL PART-A (9# 4.08KGS),SILICONES-TIN,9
27561,MOLD MAX-10T 1-GAL UNIT (9.9# 4.49KGS),SILICONES-TIN,9.9
27570B,MOLD MAX-10T 1/2-GAL PART-B (4.5# 2.04KGS),SILICONES-TIN,4.5
27540B,MOLD MAX-10T 4-OZ PART-B (0.20# 0.09KGS),SILICONES-TIN,0.2
27570A,MOLD MAX-10T 5-GAL PART-A (45# 20.41KGS),SILICONES-TIN,45
27571,MOLD MAX-10T 5-GAL UNIT (49.5# 22.45KGS),SILICONES-TIN,49.5
27580A,MOLD MAX-10T 55-GAL PART-A (450# 204.12KGS),SILICONES-TIN,450
27581,MOLD MAX-10T 55-GAL UNIT (55A:6B) (495# 224.55KGS),SILICONES-TIN,495
27580B,MOLD MAX-10T 6.5-GAL PART-B (45# 20.41KGS),SILICONES-TIN,45
27544,MOLD MAX-10T CS:4 TRIAL SIZE (8.8# 4.00KGS),SILICONES-TIN,8.8
101129,MOLD MAX-10T CURED DISK (0.02KGS),SALES AND MARKETING MATERIAL,0.04
27560B,MOLD MAX-10T PINT PART-B (0.90# 0.41KGS),SILICONES-TIN,0.9
27540A,MOLD MAX-10T QUART PART-A (2# 0.91KGS),SILICONES-TIN,2
27541,MOLD MAX-10T TRIAL SIZE (2.2# 1.00KGS),SILICONES-TIN,2.2
53481,MOLD MAX-14NV  55-GAL UNIT(55A:6.5B) (550# 249.48KGS),SILICONES-TIN,550
53460A,MOLD MAX-14NV 1-GAL PART-A (9.5# 4.31KGS),SILICONES-TIN,9.5
53461,MOLD MAX-14NV 1-GAL UNIT (10.45# 4.74KGS),SILICONES-TIN,10.45
53470B,MOLD MAX-14NV 1/2-GAL PART-B (4.75#  2.15KGS),SILICONES-TIN,4.75
53440B,MOLD MAX-14NV 4-OZ PART-B (0.2# 0.09KGS),SILICONES-TIN,0.2
53470A,MOLD MAX-14NV 5-GAL PART-A (47.50# 21.55KGS),SILICONES-TIN,47.5
53471,MOLD MAX-14NV 5-GAL UNIT (52.25# 23.70KGS),SILICONES-TIN,52.25
53480A,MOLD MAX-14NV 55-GAL PART A (500# 226.80KGS),SILICONES-TIN,500
53480B,MOLD MAX-14NV 6.5-GAL PART-B (50# 22.68KGS),SILICONES-TIN,50
53444,MOLD MAX-14NV CS:4 TRIAL SIZE (8.8# 4.00KGS),SILICONES-TIN,8.8
101379,MOLD MAX-14NV CURED DISK (0.02KGS),SALES AND MARKETING MATERIAL,0.04
53460B,MOLD MAX-14NV PINT PART-B (0.95# 0.43KGS),SILICONES-TIN,0.95
53440A,MOLD MAX-14NV QUART PART-A (2# 0.91KGS),SILICONES-TIN,2
53441,MOLD MAX-14NV TRIAL SIZE (2.2# 1.00KGS),SILICONES-TIN,2.2
88160A,MOLD MAX-15T 1-GAL PART-A (9# 4.08KGS),SILICONES-TIN,9
88161,MOLD MAX-15T 1-GAL UNIT (9.9# 4.49KGS),SILICONES-TIN,9.9
88170B,MOLD MAX-15T 1/2-GAL PART-B (4.5# 2.04KGS),SILICONES-TIN,4.5
88140B,MOLD MAX-15T 4-OZ PART-B (0.2# 0.09KGS),SILICONES-TIN,0.2
88170A,MOLD MAX-15T 5-GAL PART-A (45# 20.41KGS),SILICONES-TIN,45
88171,MOLD MAX-15T 5-GAL UNIT (49.5# 22.45KGS),SILICONES-TIN,49.5
88180A,MOLD MAX-15T 55-GAL PART-A (450# 204.12KGS),SILICONES-TIN,450
88181,MOLD MAX-15T 55-GAL UNIT (55A:6B) (495# 224.55KGS),SILICONES-TIN,495
88180B,MOLD MAX-15T 6.5-GAL PART-B (45# 20.41 KGS),SILICONES-TIN,45
88144,MOLD MAX-15T CS:4 TRIAL SIZE (8.8# 4.00KGS),SILICONES-TIN,8.8
101130,MOLD MAX-15T CURED DISK (0.02KGS),SALES AND MARKETING MATERIAL,0.04
88160B,MOLD MAX-15T PINT PART-B (0.9# 0.41KGS),SILICONES-TIN,0.9
88140A,MOLD MAX-15T QUART PART-A (2# 0.91KGS),SILICONES-TIN,2
88141,MOLD MAX-15T TRIAL SIZE (2.2# 1.00KGS),SILICONES-TIN,2.2
81660A,MOLD MAX-20 1-GAL PART-A (10# 4.54KGS),SILICONES-TIN,10
81661,MOLD MAX-20 1-GAL UNIT (11# 4.99KGS),SILICONES-TIN,11
81670B,MOLD MAX-20 1/2-GAL PART-B (5.1# 2.31KGS),SILICONES-TIN,5.1
81640B,MOLD MAX-20 4-OZ PART-B (0.2# 0.09KGS),SILICONES-TIN,0.2
81670A,MOLD MAX-20 5-GAL PART-A (50# 22.68KGS),SILICONES-TIN,50
81671,MOLD MAX-20 5-GAL UNIT (55.1# 24.99KGS),SILICONES-TIN,55.1
81680A,MOLD MAX-20 55-GAL PART-A (500# 226.80KGS),SILICONES-TIN,500
81680B,MOLD MAX-20 6.5-GAL PART-B (50# 22.68KGS),SILICONES-TIN,50
81644,MOLD MAX-20 CS:4 TRIAL SIZE (8.8# 4.00KGS),SILICONES-TIN,8.8
101131,MOLD MAX-20 CURED DISK (0.02KGS),SALES AND MARKETING MATERIAL,0.04
81681,MOLD MAX-20 DRUM 55-GAL UNIT (55A:6.5B) (550# 249.48KGS),SILICONES-TIN,550
81660B,MOLD MAX-20 PINT PART-B (1# 0.45KGS),SILICONES-TIN,1
81640A,MOLD MAX-20 QUART PART-A (2# 0.91KGS),SILICONES-TIN,2
81690A,MOLD MAX-20 TOTE PART-A (2500# 1134KGS),SILICONES-TIN,2500
81641,MOLD MAX-20 TRIAL SIZE (2.2# 1.00KGS),SILICONES-TIN,2.2
101271,"MOLD MAX-25 ""WHEEL"" FLYER (7055)*PI",SALES AND MARKETING MATERIAL,0.01
27960A,MOLD MAX-25 1-GAL PART-A (11# 4.99KGS),SILICONES-TIN,11
29161,MOLD MAX-25 1-GAL UNIT (11.55# 5.24KGS),SILICONES-TIN,11.55
29140B,MOLD MAX-25 2-OZ PART-B ( 0.11# 0.05KGS),SILICONES-TIN,0.1105
29180B,MOLD MAX-25 3.5-GAL PART-B (25# 11.34KGS),SILICONES-TIN,25
27970A,MOLD MAX-25 5-GAL PART-A (44# 19.96KGS),SILICONES-TIN,44
29171,MOLD MAX-25 5-GAL UNIT (46.2# 20.96KGS),SILICONES-TIN,46.2
27980A,MOLD MAX-25 55-GAL PART-A (485.1# 220.04KGS),SILICONES-TIN,485.1
29181,MOLD MAX-25 55-GAL UNIT (55A:3.5B) (510.1# 231.38KGS),SILICONES-TIN,510.1
29144,MOLD MAX-25 CS:4 TRIAL SIZE (9.24# 4.20KGS),SILICONES-TIN,9.24
101132,MOLD MAX-25 CURED DISK (0.02KGS),SALES AND MARKETING MATERIAL,0.04
29160B,MOLD MAX-25 PINT PART-B (0.55# 0.25KGS),SILICONES-TIN,0.5511
27940A,MOLD MAX-25 QUART PART-A (2.2# 1.00KGS),SILICONES-TIN,2.2046
29170B,MOLD MAX-25 QUART PART-B (2.2# 1.00KGS),SILICONES-TIN,2.2
101276,MOLD MAX-25 REYNOLDS FLYER (7057) *PI,SALES AND MARKETING MATERIAL,0.01
29141,MOLD MAX-25 TRIAL SIZE (2.31# 1.05KGS),SILICONES-TIN,2.31
